rownames,SampleID,location_sampled,sample_type,sample_description,sample_detail_description,latitude,longitude,boat_name,transit,location_description,location,npoc_um,tn_um,phosphate_umoll,silicate_umoll,nn_umoll,ammonia_umoll,tds_mgl,temp_f,temp_c,odo_mgl,ph,orp,location_sampled_w_boat_name,ryans_order,station,true_geographic_order,km_to_baltimore
preblank3t4,preblank3t4,blank,blank,blank,blank,NA,NA,Lookdown,t4,bay,Chesapeake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lookdown,NA,NA,NA,NA
preblank4t4,preblank4t4,blank,blank,blank,blank,NA,NA,Lookdown,t4,bay,Chesapeake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lookdown,NA,NA,NA,NA
preblank5t4,preblank5t4,blank,blank,blank,blank,NA,NA,Lookdown,t4,bay,Chesapeake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lookdown,NA,NA,NA,NA
swabblank1t4,swabblank1t4,blank,blank,blank,blank,NA,NA,Lookdown,t4,bay,Chesapeake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lookdown,NA,NA,NA,NA
swabblank2t4,swabblank2t4,blank,blank,blank,blank,NA,NA,Lookdown,t4,bay,Chesapeake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lookdown,NA,NA,NA,NA
swabblank3t4,swabblank3t4,blank,blank,blank,blank,NA,NA,Lookdown,t4,bay,Chesapeake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lookdown,NA,NA,NA,NA
swabblank4t4,swabblank4t4,blank,blank,blank,blank,NA,NA,Lookdown,t4,bay,Chesapeake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lookdown,NA,NA,NA,NA
swabblank5t4,swabblank5t4,blank,blank,blank,blank,NA,NA,Lookdown,t4,bay,Chesapeake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lookdown,NA,NA,NA,NA
t0t4pre,t0t4pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,NA,NA,Lookdown,t4,bay,Chesapeake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,openwater,NA,NA,NA,NA
tft4pre,tft4pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,NA,NA,Lookdown,t4,bay,Chesapeake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,openwater,NA,NA,NA,NA
t0t4hull,t0t4hull,boat,surface,hull,boat_surface_hull,NA,NA,Lookdown,t4,bay,Chesapeake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lookdown,NA,NA,NA,NA
tft4hull,tft4hull,boat,surface,hull,boat_surface_hull,NA,NA,Lookdown,t4,bay,Chesapeake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lookdown,NA,NA,NA,NA
t0t4rear,t0t4rear,boat,surface,transom,boat_surface_transom,NA,NA,Lookdown,t4,bay,Chesapeake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lookdown,NA,NA,NA,NA
tft4rear,tft4rear,boat,surface,transom,boat_surface_transom,NA,NA,Lookdown,t4,bay,Chesapeake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lookdown,NA,NA,NA,NA
t0t4bw,t0t4bw,boat,bilge,water,boat_bilge_water,NA,NA,Lookdown,t4,bay,Chesapeake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lookdown,NA,NA,NA,NA
tft4bw,tft4bw,boat,bilge,water,boat_bilge_water,NA,NA,Lookdown,t4,bay,Chesapeake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lookdown,NA,NA,NA,NA
t0t4post,t0t4post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,NA,NA,Lookdown,t4,bay,Chesapeake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,openwater,NA,NA,NA,NA
t0t3pre6,t0t3pre6,openwater,filter,glass_fiber,openwater_filter_glass_fiber,NA,NA,Lookdown,t3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,openwater,NA,NA,NA,NA
t0t3post6,t0t3post6,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,NA,NA,Lookdown,t3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,openwater,NA,NA,NA,NA
t0t3pre8,t0t3pre8,openwater,filter,glass_fiber,openwater_filter_glass_fiber,NA,NA,Lookdown,t3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,openwater,NA,NA,NA,NA
t0t3post8,t0t3post8,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,NA,NA,Lookdown,t3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,openwater,NA,NA,NA,NA
t0t1pre,t0t1pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,NA,NA,Callinectes,t1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,openwater,NA,NA,NA,NA
tft1pre1,tft1pre1,openwater,filter,glass_fiber,openwater_filter_glass_fiber,NA,NA,Callinectes,t1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,openwater,NA,NA,NA,NA
t0t1post,t0t1post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,NA,NA,Callinectes,t1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,openwater,NA,NA,NA,NA
tft1post1,tft1post1,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,NA,NA,Callinectes,t1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,openwater,NA,NA,NA,NA
tft1pre2,tft1pre2,openwater,filter,glass_fiber,openwater_filter_glass_fiber,NA,NA,Callinectes,t1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,openwater,NA,NA,NA,NA
tft1post2,tft1post2,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,NA,NA,Callinectes,t1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,openwater,NA,NA,NA,NA
tft1pre3,tft1pre3,openwater,filter,glass_fiber,openwater_filter_glass_fiber,NA,NA,Callinectes,t1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,openwater,NA,NA,NA,NA
tft1post3,tft1post3,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,NA,NA,Callinectes,t1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,openwater,NA,NA,NA,NA
tft3pre7,tft3pre7,openwater,filter,glass_fiber,openwater_filter_glass_fiber,NA,NA,Lookdown,t3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,openwater,NA,NA,NA,NA
tft3post7,tft3post7,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,NA,NA,Lookdown,t3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,openwater,NA,NA,NA,NA
tft3pre9,tft3pre9,openwater,filter,glass_fiber,openwater_filter_glass_fiber,NA,NA,Lookdown,t3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,openwater,NA,NA,NA,NA
tft3post9,tft3post9,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,NA,NA,Lookdown,t3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,openwater,NA,NA,NA,NA
c25t2bf,c25t2bf,boat,bilge,biofilm,boat_bilge_biofilm,36.85009,-76.300941,Callinectes,t2,port,Norfolk,570.9076074,42.28690555,1.732996562,55.57575933,5.614891819,11.53939931,NA,NA,NA,NA,NA,NA,Callinectes,26,28,58,267.88
c25t2pre,c25t2pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,36.85009,-76.300941,Callinectes,t2,port,Norfolk,570.9076074,42.28690555,1.732996562,55.57575933,5.614891819,11.53939931,NA,NA,NA,NA,NA,NA,openwater,26,28,58,267.88
c25t2hull,c25t2hull,boat,surface,hull,boat_surface_hull,36.85009,-76.300941,Callinectes,t2,port,Norfolk,570.9076074,42.28690555,1.732996562,55.57575933,5.614891819,11.53939931,NA,NA,NA,NA,NA,NA,Callinectes,26,28,58,267.88
c25t2post,c25t2post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,36.85009,-76.300941,Callinectes,t2,port,Norfolk,570.9076074,42.28690555,1.732996562,55.57575933,5.614891819,11.53939931,NA,NA,NA,NA,NA,NA,openwater,26,28,58,267.88
c25t2rear,c25t2rear,boat,surface,transom,boat_surface_transom,36.85009,-76.300941,Callinectes,t2,port,Norfolk,570.9076074,42.28690555,1.732996562,55.57575933,5.614891819,11.53939931,NA,NA,NA,NA,NA,NA,Callinectes,26,28,58,267.88
c25t2bw,c25t2bw,boat,bilge,water,boat_bilge_water,36.85009,-76.300941,Callinectes,t2,port,Norfolk,570.9076074,42.28690555,1.732996562,55.57575933,5.614891819,11.53939931,NA,NA,NA,NA,NA,NA,Callinectes,26,28,58,267.88
c25t4bf,c25t4bf,boat,bilge,biofilm,boat_bilge_biofilm,36.85009,-76.300941,Lookdown,t4,port,Norfolk,621.5291365,41.94421241,1.644600233,53.86812824,5.095800499,9.032964648,NA,NA,NA,NA,NA,NA,Lookdown,26,28,58,267.88
c25t4pre,c25t4pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,36.85009,-76.300941,Lookdown,t4,port,Norfolk,621.5291365,41.94421241,1.644600233,53.86812824,5.095800499,9.032964648,NA,NA,NA,NA,NA,NA,openwater,26,28,58,267.88
c25t4hull,c25t4hull,boat,surface,hull,boat_surface_hull,36.85009,-76.300941,Lookdown,t4,port,Norfolk,621.5291365,41.94421241,1.644600233,53.86812824,5.095800499,9.032964648,NA,NA,NA,NA,NA,NA,Lookdown,26,28,58,267.88
c25t4post,c25t4post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,36.85009,-76.300941,Lookdown,t4,port,Norfolk,621.5291365,41.94421241,1.644600233,53.86812824,5.095800499,9.032964648,NA,NA,NA,NA,NA,NA,openwater,26,28,58,267.88
c25t4bw,c25t4bw,boat,bilge,water,boat_bilge_water,36.85009,-76.300941,Lookdown,t4,port,Norfolk,621.5291365,41.94421241,1.644600233,53.86812824,5.095800499,9.032964648,NA,NA,NA,NA,NA,NA,Lookdown,26,28,58,267.88
c25t1bf,c25t1bf,boat,bilge,biofilm,boat_bilge_biofilm,36.850395,-76.300949,Callinectes,t1,port,Norfolk,593.9703764,40.92327243,1.716100865,54.74948622,5.22825083,9.878424208,553,80.7,27.05555556,6.4,8.1,9.6,Callinectes,25,28,57,267.85
c25t1pre,c25t1pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,36.850395,-76.300949,Callinectes,t1,port,Norfolk,593.9703764,40.92327243,1.716100865,54.74948622,5.22825083,9.878424208,NA,NA,NA,NA,NA,NA,openwater,25,28,57,267.85
c25t1hull,c25t1hull,boat,surface,hull,boat_surface_hull,36.850395,-76.300949,Callinectes,t1,port,Norfolk,593.9703764,40.92327243,1.716100865,54.74948622,5.22825083,9.878424208,NA,NA,NA,NA,NA,NA,Callinectes,25,28,57,267.85
c25t1post,c25t1post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,36.850395,-76.300949,Callinectes,t1,port,Norfolk,593.9703764,40.92327243,1.716100865,54.74948622,5.22825083,9.878424208,NA,NA,NA,NA,NA,NA,openwater,25,28,57,267.85
c25t1rear,c25t1rear,boat,surface,transom,boat_surface_transom,36.850395,-76.300949,Callinectes,t1,port,Norfolk,593.9703764,40.92327243,1.716100865,54.74948622,5.22825083,9.878424208,NA,NA,NA,NA,NA,NA,Callinectes,25,28,57,267.85
c25t3bf,c25t3bf,boat,bilge,biofilm,boat_bilge_biofilm,36.850395,-76.300949,Lookdown,t3,port,Norfolk,390.4851507,20.06896699,0.996442109,63.93488897,0.402460353,0.136109177,4735,NA,NA,NA,NA,NA,Lookdown,25,28,57,267.85
c25t3pre,c25t3pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,36.850395,-76.300949,Lookdown,t3,port,Norfolk,390.4851507,20.06896699,0.996442109,63.93488897,0.402460353,0.136109177,NA,NA,NA,NA,NA,NA,openwater,25,28,57,267.85
c25t3hull,c25t3hull,boat,surface,hull,boat_surface_hull,36.850395,-76.300949,Lookdown,t3,port,Norfolk,390.4851507,20.06896699,0.996442109,63.93488897,0.402460353,0.136109177,NA,NA,NA,NA,NA,NA,Lookdown,25,28,57,267.85
c25t3post,c25t3post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,36.850395,-76.300949,Lookdown,t3,port,Norfolk,390.4851507,20.06896699,0.996442109,63.93488897,0.402460353,0.136109177,NA,NA,NA,NA,NA,NA,openwater,25,28,57,267.85
c25t3rear,c25t3rear,boat,surface,transom,boat_surface_transom,36.850395,-76.300949,Lookdown,t3,port,Norfolk,390.4851507,20.06896699,0.996442109,63.93488897,0.402460353,0.136109177,NA,NA,NA,NA,NA,NA,Lookdown,25,28,57,267.85
c25t3bw,c25t3bw,boat,bilge,water,boat_bilge_water,36.850395,-76.300949,Lookdown,t3,port,Norfolk,390.4851507,20.06896699,0.996442109,63.93488897,0.402460353,0.136109177,NA,NA,NA,NA,NA,NA,Lookdown,25,28,57,267.85
c24t1bf,c24t1bf,boat,bilge,biofilm,boat_bilge_biofilm,36.877373,-76.335022,Callinectes,t1,port,Norfolk,498.6720175,33.59106713,1.544107564,57.25584799,5.028592764,7.724607273,18035,81.8,27.66666667,5.93,8.12,-4.5,Callinectes,24,27,56,264.63
c24t1pre,c24t1pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,36.877373,-76.335022,Callinectes,t1,port,Norfolk,498.6720175,33.59106713,1.544107564,57.25584799,5.028592764,7.724607273,NA,NA,NA,NA,NA,NA,openwater,24,27,56,264.63
c24t1hull,c24t1hull,boat,surface,hull,boat_surface_hull,36.877373,-76.335022,Callinectes,t1,port,Norfolk,498.6720175,33.59106713,1.544107564,57.25584799,5.028592764,7.724607273,NA,NA,NA,NA,NA,NA,Callinectes,24,27,56,264.63
c24t1post,c24t1post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,36.877373,-76.335022,Callinectes,t1,port,Norfolk,498.6720175,33.59106713,1.544107564,57.25584799,5.028592764,7.724607273,NA,NA,NA,NA,NA,NA,openwater,24,27,56,264.63
c24t1rear,c24t1rear,boat,surface,transom,boat_surface_transom,36.877373,-76.335022,Callinectes,t1,port,Norfolk,498.6720175,33.59106713,1.544107564,57.25584799,5.028592764,7.724607273,NA,NA,NA,NA,NA,NA,Callinectes,24,27,56,264.63
c24t1bw,c24t1bw,boat,bilge,water,boat_bilge_water,36.877373,-76.335022,Callinectes,t1,port,Norfolk,498.6720175,33.59106713,1.544107564,57.25584799,5.028592764,7.724607273,NA,NA,NA,NA,NA,NA,Callinectes,24,27,56,264.63
c24t3bf,c24t3bf,boat,bilge,biofilm,boat_bilge_biofilm,36.877373,-76.335022,Lookdown,t3,port,Norfolk,320.1312163,18.0556448,1.105700951,72.65207028,0.112897204,0.021524242,4425,NA,NA,NA,NA,NA,Lookdown,24,27,56,264.63
c24t3pre,c24t3pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,36.877373,-76.335022,Lookdown,t3,port,Norfolk,320.1312163,18.0556448,1.105700951,72.65207028,0.112897204,0.021524242,NA,NA,NA,NA,NA,NA,openwater,24,27,56,264.63
c24t3hull,c24t3hull,boat,surface,hull,boat_surface_hull,36.877373,-76.335022,Lookdown,t3,port,Norfolk,320.1312163,18.0556448,1.105700951,72.65207028,0.112897204,0.021524242,NA,NA,NA,NA,NA,NA,Lookdown,24,27,56,264.63
c24t3post,c24t3post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,36.877373,-76.335022,Lookdown,t3,port,Norfolk,320.1312163,18.0556448,1.105700951,72.65207028,0.112897204,0.021524242,NA,NA,NA,NA,NA,NA,openwater,24,27,56,264.63
c24t3rear,c24t3rear,boat,surface,transom,boat_surface_transom,36.877373,-76.335022,Lookdown,t3,port,Norfolk,320.1312163,18.0556448,1.105700951,72.65207028,0.112897204,0.021524242,NA,NA,NA,NA,NA,NA,Lookdown,24,27,56,264.63
c24t3bw,c24t3bw,boat,bilge,water,boat_bilge_water,36.877373,-76.335022,Lookdown,t3,port,Norfolk,320.1312163,18.0556448,1.105700951,72.65207028,0.112897204,0.021524242,NA,NA,NA,NA,NA,NA,Lookdown,24,27,56,264.63
c23t1bf,c23t1bf,boat,bilge,biofilm,boat_bilge_biofilm,36.92207,-76.340698,Callinectes,t1,port,Norfolk,356.7652177,24.85953151,1.02259371,56.16792173,5.246821389,1.132428351,702,80,26.66666667,7.44,8.14,2.4,Callinectes,23,26,55,259.64
c23t1pre,c23t1pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,36.92207,-76.340698,Callinectes,t1,port,Norfolk,356.7652177,24.85953151,1.02259371,56.16792173,5.246821389,1.132428351,NA,NA,NA,NA,NA,NA,openwater,23,26,55,259.64
c23t1hull,c23t1hull,boat,surface,hull,boat_surface_hull,36.92207,-76.340698,Callinectes,t1,port,Norfolk,356.7652177,24.85953151,1.02259371,56.16792173,5.246821389,1.132428351,NA,NA,NA,NA,NA,NA,Callinectes,23,26,55,259.64
c23t1post,c23t1post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,36.92207,-76.340698,Callinectes,t1,port,Norfolk,356.7652177,24.85953151,1.02259371,56.16792173,5.246821389,1.132428351,NA,NA,NA,NA,NA,NA,openwater,23,26,55,259.64
c23t1rear,c23t1rear,boat,surface,transom,boat_surface_transom,36.92207,-76.340698,Callinectes,t1,port,Norfolk,356.7652177,24.85953151,1.02259371,56.16792173,5.246821389,1.132428351,NA,NA,NA,NA,NA,NA,Callinectes,23,26,55,259.64
c23t1bw,c23t1bw,boat,bilge,water,boat_bilge_water,36.92207,-76.340698,Callinectes,t1,port,Norfolk,356.7652177,24.85953151,1.02259371,56.16792173,5.246821389,1.132428351,NA,NA,NA,NA,NA,NA,Callinectes,23,26,55,259.64
c23t3bf,c23t3bf,boat,bilge,biofilm,boat_bilge_biofilm,36.92207,-76.340698,Lookdown,t3,port,Norfolk,282.0818104,15.49972513,0.422086349,74.29084529,0.189439346,0.047733172,4666,NA,NA,NA,NA,NA,Lookdown,23,26,55,259.64
c23t3pre,c23t3pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,36.92207,-76.340698,Lookdown,t3,port,Norfolk,282.0818104,15.49972513,0.422086349,74.29084529,0.189439346,0.047733172,NA,NA,NA,NA,NA,NA,openwater,23,26,55,259.64
c23t3hull,c23t3hull,boat,surface,hull,boat_surface_hull,36.92207,-76.340698,Lookdown,t3,port,Norfolk,282.0818104,15.49972513,0.422086349,74.29084529,0.189439346,0.047733172,NA,NA,NA,NA,NA,NA,Lookdown,23,26,55,259.64
c23t3post,c23t3post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,36.92207,-76.340698,Lookdown,t3,port,Norfolk,282.0818104,15.49972513,0.422086349,74.29084529,0.189439346,0.047733172,NA,NA,NA,NA,NA,NA,openwater,23,26,55,259.64
c23t3rear,c23t3rear,boat,surface,transom,boat_surface_transom,36.92207,-76.340698,Lookdown,t3,port,Norfolk,282.0818104,15.49972513,0.422086349,74.29084529,0.189439346,0.047733172,NA,NA,NA,NA,NA,NA,Lookdown,23,26,55,259.64
c23t3bw,c23t3bw,boat,bilge,water,boat_bilge_water,36.92207,-76.340698,Lookdown,t3,port,Norfolk,282.0818104,15.49972513,0.422086349,74.29084529,0.189439346,0.047733172,NA,NA,NA,NA,NA,NA,Lookdown,23,26,55,259.64
c23t4bf,c23t4bf,boat,bilge,biofilm,boat_bilge_biofilm,36.925003,-76.337265,Lookdown,t4,port,Norfolk,270.4255372,15.00710374,0.456024663,66.42747952,0.334663077,0.122814792,NA,NA,NA,NA,NA,NA,Lookdown,27,26,54,259.33
c23t4pre,c23t4pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,36.925003,-76.337265,Lookdown,t4,port,Norfolk,270.4255372,15.00710374,0.456024663,66.42747952,0.334663077,0.122814792,NA,NA,NA,NA,NA,NA,openwater,27,26,54,259.33
c23t4hull,c23t4hull,boat,surface,hull,boat_surface_hull,36.925003,-76.337265,Lookdown,t4,port,Norfolk,270.4255372,15.00710374,0.456024663,66.42747952,0.334663077,0.122814792,NA,NA,NA,NA,NA,NA,Lookdown,27,26,54,259.33
c23t4post,c23t4post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,36.925003,-76.337265,Lookdown,t4,port,Norfolk,270.4255372,15.00710374,0.456024663,66.42747952,0.334663077,0.122814792,NA,NA,NA,NA,NA,NA,openwater,27,26,54,259.33
c23t4rear,c23t4rear,boat,surface,transom,boat_surface_transom,36.925003,-76.337265,Lookdown,t4,port,Norfolk,270.4255372,15.00710374,0.456024663,66.42747952,0.334663077,0.122814792,NA,NA,NA,NA,NA,NA,Lookdown,27,26,54,259.33
c23t4bw,c23t4bw,boat,bilge,water,boat_bilge_water,36.925003,-76.337265,Lookdown,t4,port,Norfolk,270.4255372,15.00710374,0.456024663,66.42747952,0.334663077,0.122814792,NA,NA,NA,NA,NA,NA,Lookdown,27,26,54,259.33
c23t2bf,c23t2bf,boat,bilge,biofilm,boat_bilge_biofilm,36.925785,-76.337593,Callinectes,t2,port,Norfolk,260.517705,21.5182734,0.73590556,58.31623181,3.495981292,3.087399275,NA,NA,NA,NA,NA,NA,Callinectes,27,26,53,259.24
c23t2pre,c23t2pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,36.925785,-76.337593,Callinectes,t2,port,Norfolk,260.517705,21.5182734,0.73590556,58.31623181,3.495981292,3.087399275,NA,NA,NA,NA,NA,NA,openwater,27,26,53,259.24
c23t2post,c23t2post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,36.925785,-76.337593,Callinectes,t2,port,Norfolk,260.517705,21.5182734,0.73590556,58.31623181,3.495981292,3.087399275,NA,NA,NA,NA,NA,NA,openwater,27,26,53,259.24
c23t2rear,c23t2rear,boat,surface,transom,boat_surface_transom,36.925785,-76.337593,Callinectes,t2,port,Norfolk,260.517705,21.5182734,0.73590556,58.31623181,3.495981292,3.087399275,NA,NA,NA,NA,NA,NA,Callinectes,27,26,53,259.24
c23t2bw,c23t2bw,boat,bilge,water,boat_bilge_water,36.925785,-76.337593,Callinectes,t2,port,Norfolk,260.517705,21.5182734,0.73590556,58.31623181,3.495981292,3.087399275,NA,NA,NA,NA,NA,NA,Callinectes,27,26,53,259.24
c22t1bf,c22t1bf,boat,bilge,biofilm,boat_bilge_biofilm,36.969025,-76.343651,Callinectes,t1,port,Norfolk,376.497623,33.50539385,0.929251104,51.15519819,3.179495745,3.114494497,771,80,26.66666667,7.39,8.11,-3.7,Callinectes,22,25,52,254.41
c22t1pre,c22t1pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,36.969025,-76.343651,Callinectes,t1,port,Norfolk,376.497623,33.50539385,0.929251104,51.15519819,3.179495745,3.114494497,NA,NA,NA,NA,NA,NA,openwater,22,25,52,254.41
c22t1hull,c22t1hull,boat,surface,hull,boat_surface_hull,36.969025,-76.343651,Callinectes,t1,port,Norfolk,376.497623,33.50539385,0.929251104,51.15519819,3.179495745,3.114494497,NA,NA,NA,NA,NA,NA,Callinectes,22,25,52,254.41
c22t1post,c22t1post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,36.969025,-76.343651,Callinectes,t1,port,Norfolk,376.497623,33.50539385,0.929251104,51.15519819,3.179495745,3.114494497,NA,NA,NA,NA,NA,NA,openwater,22,25,52,254.41
c22t1rear,c22t1rear,boat,surface,transom,boat_surface_transom,36.969025,-76.343651,Callinectes,t1,port,Norfolk,376.497623,33.50539385,0.929251104,51.15519819,3.179495745,3.114494497,NA,NA,NA,NA,NA,NA,Callinectes,22,25,52,254.41
c22t1bw,c22t1bw,boat,bilge,water,boat_bilge_water,36.969025,-76.343651,Callinectes,t1,port,Norfolk,376.497623,33.50539385,0.929251104,51.15519819,3.179495745,3.114494497,NA,NA,NA,NA,NA,NA,Callinectes,22,25,52,254.41
c22t3bf,c22t3bf,boat,bilge,biofilm,boat_bilge_biofilm,36.969025,-76.343651,Lookdown,t3,port,Norfolk,284.0800286,18.47687178,0.436043664,49.43379588,0.21930945,0.086033661,5310,NA,NA,NA,NA,NA,Lookdown,22,25,52,254.41
c22t3pre,c22t3pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,36.969025,-76.343651,Lookdown,t3,port,Norfolk,284.0800286,18.47687178,0.436043664,49.43379588,0.21930945,0.086033661,NA,NA,NA,NA,NA,NA,openwater,22,25,52,254.41
c22t3hull,c22t3hull,boat,surface,hull,boat_surface_hull,36.969025,-76.343651,Lookdown,t3,port,Norfolk,284.0800286,18.47687178,0.436043664,49.43379588,0.21930945,0.086033661,NA,NA,NA,NA,NA,NA,Lookdown,22,25,52,254.41
c22t3post,c22t3post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,36.969025,-76.343651,Lookdown,t3,port,Norfolk,284.0800286,18.47687178,0.436043664,49.43379588,0.21930945,0.086033661,NA,NA,NA,NA,NA,NA,openwater,22,25,52,254.41
c22t3rear,c22t3rear,boat,surface,transom,boat_surface_transom,36.969025,-76.343651,Lookdown,t3,port,Norfolk,284.0800286,18.47687178,0.436043664,49.43379588,0.21930945,0.086033661,NA,NA,NA,NA,NA,NA,Lookdown,22,25,52,254.41
c22t3bw,c22t3bw,boat,bilge,water,boat_bilge_water,36.969025,-76.343651,Lookdown,t3,port,Norfolk,284.0800286,18.47687178,0.436043664,49.43379588,0.21930945,0.086033661,NA,NA,NA,NA,NA,NA,Lookdown,22,25,52,254.41
c21t2bf,c21t2bf,boat,bilge,biofilm,boat_bilge_biofilm,36.989117,-76.308327,Callinectes,t2,port,Chesapeake,258.9357823,21.63250444,0.905597128,42.06619397,1.963861104,2.194269849,NA,NA,NA,NA,NA,NA,Callinectes,28,24,51,252.42
c21t2pre,c21t2pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,36.989117,-76.308327,Callinectes,t2,port,Chesapeake,258.9357823,21.63250444,0.905597128,42.06619397,1.963861104,2.194269849,NA,NA,NA,NA,NA,NA,openwater,28,24,51,252.42
c21t2hull,c21t2hull,boat,surface,hull,boat_surface_hull,36.989117,-76.308327,Callinectes,t2,port,Chesapeake,258.9357823,21.63250444,0.905597128,42.06619397,1.963861104,2.194269849,NA,NA,NA,NA,NA,NA,Callinectes,28,24,51,252.42
c21t2post,c21t2post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,36.989117,-76.308327,Callinectes,t2,port,Chesapeake,258.9357823,21.63250444,0.905597128,42.06619397,1.963861104,2.194269849,NA,NA,NA,NA,NA,NA,openwater,28,24,51,252.42
c21t2rear,c21t2rear,boat,surface,transom,boat_surface_transom,36.989117,-76.308327,Callinectes,t2,port,Chesapeake,258.9357823,21.63250444,0.905597128,42.06619397,1.963861104,2.194269849,NA,NA,NA,NA,NA,NA,Callinectes,28,24,51,252.42
c21t2bw,c21t2bw,boat,bilge,water,boat_bilge_water,36.989117,-76.308327,Callinectes,t2,port,Chesapeake,258.9357823,21.63250444,0.905597128,42.06619397,1.963861104,2.194269849,NA,NA,NA,NA,NA,NA,Callinectes,28,24,51,252.42
